ITS2 type profile UID		63134	62287	62221	62288	62182	62240	62246	62332	63132	63101	62957	62400	62725	62993	62462	63074	63076	62827
Clade		A	A	A	A	A	A	A	A	A	A	C	C	C	C	C	D	D	D
Majority ITS2 sequence		A1	A1	A1	A1	A1	A1	A4u	A1ej	A1	A1	C1	C39	C64a	C1	C15	D1	D1	D1
Associated species		S. microadriaticum	S. microadriaticum	S. microadriaticum	S. microadriaticum	S. microadriaticum	S. microadriaticum	None	None	S. microadriaticum	S. microadriaticum	S. goreaui	S. goreaui	None	S. goreaui	S. goreaui	S. trenchii	S. glynnii,S. trenchii	S. glynnii,S. trenchii
ITS2 profile abundance local		10	9	8	8	7	4	1	1	1	1	2	1	1	1	1	1	1	1
ITS2 profile abundance DB		68	9	51	8	279	36	10	3	15	20	242	29	1	308	22	53	127	25
ITS2 type profile		A1-A1aw-A1em	A1-A13a-A13b	A1-A1z	A1-A13a-A1eh-A13b	A1	A1-A1bw-A1bf-A1bx	A4u-A4w-A4v-A4x	A1ej	A1-A1av-A1aw	A1-A1av-A1g	C1/C3-C1c-C1b-C72k-C1w	C1/C39-C1b-C1af-C39a	C64a	C1-C1b-C1c-C42.2-C1br-C1bh-C1cb-C72k	C15/C22b/C1/C3	D1/D4-D4c-D4f-D1h	D1-D4-D4c-D6-D1c-D2-D10	D1-D4-D4c-D6-D4f
106012	22_9	40251.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106006	22_3	26319.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106008	22_5	30132.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106009	22_6	38681.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106011	22_8	38217.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106007	22_4	35764.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106010	22_7	22677.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106005	22_2	49111.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105993	29_8	21825.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105988	29_3	11853.0	0	0	0	0	0	0	0	0	0	0	10577.0	0	0	0	0	0	0
106027	18_6	0	25826.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106015	20_3	0	30097.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106013	20_1	0	26956.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106021	20_9	0	34275.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106019	20_7	0	30206.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106014	20_2	0	23644.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106016	20_4	0	19878.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106017	20_5	0	24049.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106020	20_8	0	26137.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105997	27_3	0	0	28474.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106002	27_8	0	0	32954.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105999	27_5	0	0	35868.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105998	27_4	0	0	34856.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106035	milliq_neg	0	0	26076.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106003	27_9	0	0	29046.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105990	29_5	0	0	27380.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106032	S3_H2O	0	0	4296.0	0	0	0	0	0	0	0	0	0	0	0	0	435.0	0	0
106023	18_2	0	0	0	26731.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106025	18_4	0	0	0	26714.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106028	18_7	0	0	0	17663.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106024	18_3	0	0	0	27854.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106030	18_9	0	0	0	25585.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106022	18_1	0	0	0	29304.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106029	18_8	0	0	0	22300.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106026	18_5	0	0	0	24621.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106004	22_1	0	0	0	0	33660.0	0	0	0	0	0	0	0	0	0	0	0	0	0
106018	20_6	0	0	0	0	32207.0	0	0	0	0	0	0	0	0	0	0	0	0	0
